empirical_min_dist,estimated_true_dist,best_x,min_error,experiment,real_alpha,real_p_aa,real_p_bb,empirical_true_dist
586.0,571.5848432219473,0.5397267530108179,0.015862029859925242,8,0.53,0.48,0.45,600
666.0,684.0609628684555,0.6861318067197868,0.0154191351135809,8,0.53,0.48,0.45,700
731.0,772.9666095655439,0.7740786163682563,0.011921104535191473,8,0.53,0.48,0.45,800
781.0,889.1475219527762,0.9143608933165295,0.010068566259812775,8,0.53,0.48,0.45,900
821.0,1008.6159343033878,1.0530418154467645,0.0037356000583446246,8,0.53,0.48,0.45,1000
843.0,1092.0762553329507,1.1288637010569498,0.003355961872949908,8,0.53,0.48,0.45,1100
870.0,1078.114592883983,1.0696495896422074,0.004464914085330145,8,0.53,0.48,0.45,1200
895.0,1128.5863256045313,1.0984341230281018,0.005805583879908905,8,0.53,0.48,0.45,1300
919.0,1281.7803620806017,1.2707803099123993,0.0013483445678739937,8,0.53,0.48,0.45,1400
933.0,1368.3683882099822,1.35937728995837,0.0015454704999659703,8,0.53,0.48,0.45,1500
100.0,100.50787960242228,0.07310391778952438,0.013546271162063703,9,0.53,0.48,0.45,100
200.0,201.3040925095312,0.19287243111665509,0.03481988200561375,9,0.53,0.48,0.45,200
300.0,301.9476686380335,0.2712650050657663,0.035994847114800846,9,0.53,0.48,0.45,300
400.0,400.94566826598606,0.3790790465339414,0.03447858899227177,9,0.53,0.48,0.45,400
500.0,501.7551596263822,0.4853724809354795,0.022655680971099143,9,0.53,0.48,0.45,500
597.0,622.8974701951665,0.6408447228798129,0.023106662204794463,9,0.53,0.48,0.45,600
678.0,744.3667225890979,0.7792217964268966,0.0226129503775717,9,0.53,0.48,0.45,700
740.0,830.1089882121848,0.8568262017702253,0.013450525765696237,9,0.53,0.48,0.45,800
796.0,964.4717885608638,0.9960087666173139,0.01637899659034132,9,0.53,0.48,0.45,900
840.0,1085.4566787207714,1.1072890375995748,0.01493517484018558,9,0.53,0.48,0.45,1000
869.0,1223.1384862418445,1.2589418893928623,0.012097967898686382,9,0.53,0.48,0.45,1100
902.0,1361.1344803761244,1.403581732296645,0.001442102600463657,9,0.53,0.48,0.45,1200
913.0,1435.3750090650867,1.473094559052004,0.002757208205194785,9,0.53,0.48,0.45,1300
931.0,1466.1300933050024,1.4782949035283646,0.0013784985731391222,9,0.53,0.48,0.45,1400
941.0,1497.0552854615564,1.5002744535051338,0.002217996158620056,9,0.53,0.48,0.45,1500
100.0,100.79781889020909,0.10968252355689595,0.01633238176688718,10,0.53,0.48,0.45,100
200.0,201.59595658161663,0.24054790997686926,0.013481828054080127,10,0.53,0.48,0.45,200
300.0,298.665466087077,0.33561569045246514,0.02914795902343384,10,0.53,0.48,0.45,300
400.0,395.1692742586047,0.4255806793717786,0.0272804384152861,10,0.53,0.48,0.45,400
500.0,505.9243814692463,0.5371851734404097,0.025788315354984905,10,0.53,0.48,0.45,500
598.0,607.1051618905282,0.6193518379229722,0.030003644076291563,10,0.53,0.48,0.45,600
682.0,704.6742526399181,0.6935737397491297,0.01198713708997327,10,0.53,0.48,0.45,700
744.0,808.0705128739463,0.7998657502025746,0.011045111946652607,10,0.53,0.48,0.45,800
797.0,908.3703446427417,0.8987064648453149,0.00818812859150288,10,0.53,0.48,0.45,900
843.0,1020.4837839486017,1.0101686707931612,0.009184533040726061,10,0.53,0.48,0.45,1000
874.0,1119.6923943398888,1.1149753493750647,0.004181272191848894,10,0.53,0.48,0.45,1100
897.0,1187.5024732032934,1.171615934879393,0.0024117992402937264,10,0.53,0.48,0.45,1200
916.0,1390.9983558177223,1.409093841389048,0.0032703205741157434,10,0.53,0.48,0.45,1300
930.0,1468.0063262208234,1.4786755132384513,0.0016492364514804245,10,0.53,0.48,0.45,1400
950.0,1509.688663397941,1.5002744535051338,0.002465628984712743,10,0.53,0.48,0.45,1500
100.0,100.79781889020909,0.10968252355689595,0.01633238176688718,11,0.53,0.48,0.45,100
200.0,196.7073818422214,0.17148874017820298,0.04175013163547593,11,0.53,0.48,0.45,200
300.0,299.458152856793,0.2716403285298798,0.02229051484731641,11,0.53,0.48,0.45,300
400.0,404.55119848057154,0.3812053288466287,0.0407554777924052,11,0.53,0.48,0.45,400
496.0,498.4212200667325,0.47010281614498356,0.018409482184248926,11,0.53,0.48,0.45,500
588.0,587.5547256867343,0.5663906189995886,0.016511766729097422,11,0.53,0.48,0.45,600
668.0,680.9597067119995,0.6581877743981852,0.010898465805067092,11,0.53,0.48,0.45,700
735.0,771.5062754674711,0.746565956860979,0.015515548809230973,11,0.53,0.48,0.45,800
788.0,870.2640094740901,0.8509143340923473,0.009781566421524023,11,0.53,0.48,0.45,900
838.0,992.8120726003988,0.976895765256838,0.0070237379625754225,11,0.53,0.48,0.45,1000
862.0,1081.086919264328,1.0704073021062308,0.006556119110789839,11,0.53,0.48,0.45,1100
905.0,1298.0940195232606,1.3073942261509215,0.0037683472937314224,11,0.53,0.48,0.45,1200
921.0,1453.4471871662543,1.4761539739091256,0.005668077286106654,11,0.53,0.48,0.45,1300
936.0,1495.4761132195083,1.5002744535051338,0.004328814688376471,11,0.53,0.48,0.45,1400
948.0,1509.688663397941,1.5002744535051338,0.003272848479295162,11,0.53,0.48,0.45,1500
100.0,100.36761183836536,0.12848514983375936,0.008294393699708481,12,0.53,0.48,0.45,100
200.0,197.7987199968033,0.18055421150213524,0.02588353023101593,12,0.53,0.48,0.45,200
300.0,300.6062680411439,0.28784402153246297,0.02242954070299865,12,0.53,0.48,0.45,300
400.0,407.0931928888653,0.39447810131478794,0.030025261589802864,12,0.53,0.48,0.45,400
498.0,503.4985466654512,0.493219176587827,0.017229286801338027,12,0.53,0.48,0.45,500
595.0,617.3515057469069,0.638579160375365,0.018396532815228177,12,0.53,0.48,0.45,600
677.0,709.2155250090609,0.7190030986663518,0.015741141193310583,12,0.53,0.48,0.45,700
744.0,824.4678652898747,0.8286961923633145,0.011478345994769105,12,0.53,0.48,0.45,800
798.0,923.6579497435869,0.92382180492051,0.009184197875879556,12,0.53,0.48,0.45,900
841.0,992.1941120494721,0.9644958841550411,0.008464348319810053,12,0.53,0.48,0.45,1000
877.0,1071.0953202523565,1.0366937177600675,0.0025687119250413434,12,0.53,0.48,0.45,1100
897.0,1166.3026133063158,1.1453553516400796,0.0025673739850049387,12,0.53,0.48,0.45,1200
913.0,1209.241587073297,1.1762583601453078,0.0012494269144371131,12,0.53,0.48,0.45,1300
935.0,1266.0535310525565,1.211728692054711,0.0009206664368639773,12,0.53,0.48,0.45,1400
947.0,1400.8513023226699,1.3651895174061552,0.002340195149934355,12,0.53,0.48,0.45,1500
100.0,100.08327478492133,0.11965568736651574,0.033969779129138,13,0.53,0.48,0.45,100
200.0,201.02842164708133,0.22404144172965174,0.051762842909980816,13,0.53,0.48,0.45,200
300.0,303.18052016066423,0.3119744472553352,0.03316936828034468,13,0.53,0.48,0.45,300
400.0,406.0948258415168,0.40605919247385674,0.03101627460234402,13,0.53,0.48,0.45,400
496.0,508.44824316463803,0.5181218278601849,0.022016375200520702,13,0.53,0.48,0.45,500
586.0,623.9183136712531,0.6465201136479731,0.03067253904823219,13,0.53,0.48,0.45,600
677.0,739.0159892241492,0.7556474108192213,0.02369891424596739,13,0.53,0.48,0.45,700
746.0,850.6199729601005,0.862961693828141,0.021949181936833463,13,0.53,0.48,0.45,800
803.0,940.5525391476192,0.9394381464368895,0.01059236107534341,13,0.53,0.48,0.45,900
849.0,1001.1290842488107,0.9790388974785653,0.005068992088602808,13,0.53,0.48,0.45,1000
878.0,1130.2582638135327,1.1174316916707177,0.004120510786424946,13,0.53,0.48,0.45,1100
896.0,1181.4902416708153,1.170524985866627,0.0037662986975281866,13,0.53,0.48,0.45,1200
915.0,1311.4602575664824,1.3100094724498852,0.003331137745554394,13,0.53,0.48,0.45,1300
925.0,1359.6989720397125,1.3576573878048905,0.0013759226066657833,13,0.53,0.48,0.45,1400
933.0,1473.3914314769124,1.4795204315532042,0.002704136650415159,13,0.53,0.48,0.45,1500
100.0,100.50787960242228,0.07310391778952438,0.013546271162063703,14,0.53,0.48,0.45,100
200.0,201.5874057920297,0.1880031928594429,0.018853454760761425,14,0.53,0.48,0.45,200
300.0,300.5150021693861,0.28509473310578226,0.019574582496166146,14,0.53,0.48,0.45,300
400.0,395.35907402028573,0.3590617606988945,0.0297754739753141,14,0.53,0.48,0.45,400
500.0,483.18743412514357,0.44639090468401454,0.02697485529063128,14,0.53,0.48,0.45,500
598.0,580.8520244788816,0.5437238157474766,0.02918569472420057,14,0.53,0.48,0.45,600
684.0,694.8861312861557,0.6789762670790664,0.016915381901623644,14,0.53,0.48,0.45,700
748.0,772.5831154517915,0.7533479781391565,0.019053743771094655,14,0.53,0.48,0.45,800
797.0,895.2914503319995,0.895117103829357,0.004066390259866051,14,0.53,0.48,0.45,900
839.0,1040.3094798357708,1.0606627684349617,0.003917201372963726,14,0.53,0.48,0.45,1000
865.0,1095.982450708416,1.090987865670591,0.0037124370843982673,14,0.53,0.48,0.45,1100
895.0,1184.4172306268429,1.1709674887066526,0.004054737735298693,14,0.53,0.48,0.45,1200
914.0,1311.3214071547927,1.3098348060725136,0.0033779789665307294,14,0.53,0.48,0.45,1300
931.0,1413.839084799299,1.4131754840612811,0.00044548446986166694,14,0.53,0.48,0.45,1400
945.0,1503.3719744297487,1.5002744535051338,0.0024600125177913555,14,0.53,0.48,0.45,1500
100.0,100.33500460278837,0.09355722943665307,0.0173727151418508,15,0.53,0.48,0.45,100
200.0,201.20315591626397,0.2183405558376822,0.014807197041120284,15,0.53,0.48,0.45,200
300.0,300.33105474073585,0.30393450765024804,0.032784263093874055,15,0.53,0.48,0.45,300
399.0,401.42801456343466,0.40944828185850884,0.01805306642456158,15,0.53,0.48,0.45,400
494.0,501.29551250752564,0.5068073892649321,0.03790894230918716,15,0.53,0.48,0.45,500
591.0,598.0233058242653,0.60592518613843,0.013928409874908704,15,0.53,0.48,0.45,600
665.0,683.4945060357686,0.674771498927702,0.01777739152202273,15,0.53,0.48,0.45,700
732.0,770.1810354478738,0.7459475899784778,0.013697770478504902,15,0.53,0.48,0.45,800
787.0,871.8789779310429,0.8600514725947634,0.00805657961867379,15,0.53,0.48,0.45,900
829.0,962.2411681840805,0.9452783701668568,0.007955394128042153,15,0.53,0.48,0.45,1000
859.0,1016.4025132112472,0.9829258645064414,0.007197376350557718,15,0.53,0.48,0.45,1100
886.0,1118.3008461758295,1.0962253652976865,0.003262234396268535,15,0.53,0.48,0.45,1200
907.0,1241.3787287357914,1.2331045362217965,0.0020816026814868094,15,0.53,0.48,0.45,1300
925.0,1323.1531081242788,1.312256732704277,0.000894384585937394,15,0.53,0.48,0.45,1400
944.0,1498.6344577036045,1.5002744535051338,0.0015384882722446177,15,0.53,0.48,0.45,1500
100.0,100.04724144500398,0.1076773293160376,0.016318789109213434,16,0.53,0.48,0.45,100
198.0,198.0697171567067,0.2113976809088346,0.041079225209251294,16,0.53,0.48,0.45,200
298.0,296.0390683782287,0.3003573246169574,0.04444170796554298,16,0.53,0.48,0.45,300
396.0,394.05322053303036,0.3986346600041762,0.02938816992698452,16,0.53,0.48,0.45,400
494.0,493.8464094420804,0.48139373421514275,0.02231362743215672,16,0.53,0.48,0.45,500
587.0,586.0886306135784,0.5916880041704935,0.017651295339147947,16,0.53,0.48,0.45,600
667.0,688.3506229768503,0.7116803264316598,0.006596028247441559,16,0.53,0.48,0.45,700
737.0,838.9594859273251,0.8890352709537945,0.010955171837334557,16,0.53,0.48,0.45,800
786.0,978.2919650686955,1.0452623507938252,0.00970887348598714,16,0.53,0.48,0.45,900
831.0,1109.428663195331,1.178525641712167,0.0058797603067696136,16,0.53,0.48,0.45,1000
859.0,1148.2637794622283,1.187122586791824,0.002768786901553507,16,0.53,0.48,0.45,1100
888.0,1207.9624186859955,1.226360607921195,0.002951419925328512,16,0.53,0.48,0.45,1200
906.0,1235.1090802588988,1.2319679933375096,0.0039057209338499493,16,0.53,0.48,0.45,1300
919.0,1260.6698326376445,1.237066742774068,0.004866079546174137,16,0.53,0.48,0.45,1400
933.0,1304.5553525630623,1.275094877797837,0.003393788986073326,16,0.53,0.48,0.45,1500
100.0,101.28896473353032,0.1147282453385336,0.02967811803728763,17,0.53,0.48,0.45,100
200.0,199.68010049638818,0.1778873004085405,0.021213109468060785,17,0.53,0.48,0.45,200
300.0,311.68795052575786,0.3429985937351049,0.04411979848960383,17,0.53,0.48,0.45,300
400.0,403.7923897656112,0.40783074565570193,0.021780841122496054,17,0.53,0.48,0.45,400
499.0,503.38189469526907,0.5117915483070041,0.011004571177425603,17,0.53,0.48,0.45,500
592.0,601.328955599784,0.6218581035806636,0.011547277123440374,17,0.53,0.48,0.45,600
670.0,695.2343954851231,0.7140300627668488,0.009234335368758416,17,0.53,0.48,0.45,700
735.0,775.1506243477285,0.7677239085768468,0.01297164603599514,17,0.53,0.48,0.45,800
782.0,869.894096843,0.8685586117202835,0.01121072742803049,17,0.53,0.48,0.45,900
829.0,947.0045015838587,0.9193879661102968,0.0057703273504485075,17,0.53,0.48,0.45,1000
862.0,1034.2636640749802,1.0000634609643302,0.0013543692886703689,17,0.53,0.48,0.45,1100
890.0,1098.8634321633135,1.0583320261046731,0.0036998883589802693,17,0.53,0.48,0.45,1200
910.0,1226.5264760731495,1.2036441497492232,0.0018648457396119198,17,0.53,0.48,0.45,1300
933.0,1307.9623240335482,1.2758913388578337,0.0020817292839411953,17,0.53,0.48,0.45,1400
941.0,1390.4874584462173,1.363251227215898,0.0018688725231711908,17,0.53,0.48,0.45,1500
100.0,99.63283069583859,0.12672967565008328,0.024240234373391047,18,0.53,0.48,0.45,100
200.0,199.39001894279667,0.19878321125955384,0.028380615789846225,18,0.53,0.48,0.45,200
300.0,294.52328761915066,0.2749994074556203,0.0431916642563881,18,0.53,0.48,0.45,300
399.0,390.02957008065334,0.37220945976134645,0.028614812188624605,18,0.53,0.48,0.45,400
498.0,483.72533958739984,0.48332057087245744,0.02056960054834516,18,0.53,0.48,0.45,500
582.0,599.9443762301794,0.6262802066494905,0.02020597976652716,18,0.53,0.48,0.45,600
668.0,694.8065983118422,0.7202793966785617,0.004186284197206723,18,0.53,0.48,0.45,700
719.0,752.2989243966425,0.7534303124526627,0.008752053970054182,18,0.53,0.48,0.45,800
779.0,887.4829080670448,0.9031570434344443,0.009048533723006206,18,0.53,0.48,0.45,900
822.0,966.701176220705,0.9702377384533043,0.0020365595956827443,18,0.53,0.48,0.45,1000
856.0,1038.3285587252788,1.028920977927852,0.004962719209379072,18,0.53,0.48,0.45,1100
880.0,1107.9388532477276,1.093876510003493,0.004975873430478339,18,0.53,0.48,0.45,1200
913.0,1255.8545620033435,1.2360956704017618,0.0017578796598349139,18,0.53,0.48,0.45,1300
929.0,1301.359430629363,1.2745586542219074,0.004642675722934376,18,0.53,0.48,0.45,1400
942.0,1390.4874584462173,1.363251227215898,0.004114219039230087,18,0.53,0.48,0.45,1500
100.0,99.81618795065513,0.1110569475099874,0.018333906735684767,19,0.53,0.48,0.45,100
200.0,200.96580129535448,0.22704446996305694,0.020209227870806087,19,0.53,0.48,0.45,200
300.0,308.1191083706182,0.34006046483987923,0.03370748539376412,19,0.53,0.48,0.45,300
400.0,406.4982759975128,0.43251865695165476,0.020043563729752245,19,0.53,0.48,0.45,400
500.0,509.86690986103446,0.5349200170407955,0.01627352862347433,19,0.53,0.48,0.45,500
592.0,605.1712911067398,0.6135665648231458,0.011132902737076513,19,0.53,0.48,0.45,600
676.0,710.7937931177465,0.7132770101837163,0.01637874485667928,19,0.53,0.48,0.45,700
745.0,807.6053813397259,0.8074662981436518,0.006513163339544708,19,0.53,0.48,0.45,800
795.0,904.638064118531,0.907972524424661,0.006336598772779782,19,0.53,0.48,0.45,900
834.0,988.3194188111946,0.9886929661357344,0.004458003962919059,19,0.53,0.48,0.45,1000
868.0,1123.8598153686014,1.1361249742210544,0.004041187451838921,19,0.53,0.48,0.45,1100
893.0,1219.1252935206273,1.2286759836575567,0.0038826303878981947,19,0.53,0.48,0.45,1200
