n,k,cycles,1-cycles,2-cycles,3-cycles,4-cycles,5-cycles,max_cycle_len
2000,1351,682,518,78,38,15,2,794
2000,1352,681,518,78,37,15,2,797
2000,1353,680,518,77,37,15,2,799
2000,1354,679,517,77,36,16,2,799
2000,1355,678,516,77,35,17,2,799
2000,1356,677,514,78,35,17,2,799
2000,1357,676,513,78,35,17,2,800
2000,1358,675,513,78,35,17,2,809
2000,1359,674,513,78,35,17,2,822
2000,1360,673,512,78,35,17,2,823
2000,1361,672,512,77,35,17,2,823
2000,1362,671,512,77,34,17,2,826
2000,1363,671,512,77,34,17,2,826
2000,1364,670,512,76,34,17,2,826
2000,1365,669,511,75,35,17,2,826
2000,1366,668,511,75,35,17,2,889
2000,1367,667,510,75,34,18,2,889
2000,1368,666,510,74,34,18,2,891
2000,1369,665,509,74,34,18,2,891
2000,1370,664,509,74,34,18,2,900
2000,1371,663,508,73,35,18,2,900
2000,1372,662,508,73,35,18,1,905
2000,1373,661,508,72,35,18,1,907
2000,1374,660,507,72,35,18,1,908
2000,1375,659,506,72,34,19,1,908
2000,1376,658,506,72,33,18,1,908
2000,1377,657,506,71,33,17,1,908
2000,1378,657,506,71,33,17,1,908
2000,1379,658,506,71,33,17,1,743
2000,1380,657,506,71,33,17,1,760
2000,1381,656,505,71,33,16,2,760
2000,1382,655,505,71,32,16,2,760
2000,1383,654,504,71,32,16,2,761
2000,1384,653,503,71,32,16,2,762
2000,1385,652,503,70,32,16,2,764
2000,1386,652,503,70,32,16,2,764
2000,1387,651,502,70,32,16,2,764
2000,1388,650,502,70,32,15,2,768
2000,1389,649,502,70,32,15,2,937
2000,1390,648,501,70,32,15,2,937
2000,1391,647,501,70,31,15,2,940
2000,1392,646,500,70,31,15,2,941
2000,1393,645,500,70,30,15,2,944
2000,1394,644,499,69,31,15,2,944
2000,1395,643,498,69,31,15,2,944
2000,1396,644,498,69,31,15,2,590
2000,1397,643,497,69,31,15,1,590
2000,1398,642,496,69,31,14,2,590
2000,1399,643,496,69,31,14,2,590
2000,1400,644,496,69,31,14,2,539
2000,1401,643,496,69,31,14,2,893
2000,1402,644,496,69,31,14,2,628
2000,1403,643,496,69,31,13,2,628
2000,1404,642,496,69,31,13,2,639
2000,1405,641,495,69,31,13,2,640
2000,1406,640,495,69,31,13,2,647
2000,1407,639,494,69,31,13,2,647
2000,1408,638,494,69,31,13,2,916
2000,1409,638,494,69,31,13,2,916
2000,1410,637,493,69,31,13,2,917
2000,1411,637,493,69,31,13,2,917
2000,1412,638,493,69,31,13,2,536
2000,1413,637,492,69,31,13,2,537
2000,1414,636,492,69,31,13,2,553
2000,1415,635,491,69,31,13,2,554
2000,1416,636,491,69,31,13,2,381
2000,1417,635,490,69,31,13,2,381
2000,1418,634,489,69,31,13,2,381
2000,1419,633,489,69,31,13,2,381
2000,1420,632,489,69,31,13,2,383
2000,1421,631,488,68,32,13,2,383
2000,1422,631,488,68,32,13,2,383
2000,1423,630,487,68,31,14,2,383
2000,1424,629,487,68,31,14,2,764
2000,1425,628,486,68,31,14,2,765
2000,1426,627,485,68,31,14,2,766
2000,1427,628,485,68,31,14,2,497
2000,1428,627,485,68,31,14,2,497
2000,1429,626,484,68,30,15,2,497
2000,1430,625,484,68,30,15,2,506
2000,1431,624,484,68,30,15,2,513
2000,1432,623,484,68,30,15,2,791
2000,1433,622,484,67,30,15,2,791
2000,1434,621,483,66,31,15,2,791
2000,1435,622,483,66,31,15,2,537
2000,1436,621,482,66,31,14,3,537
2000,1437,620,481,66,31,14,3,537
2000,1438,621,481,66,31,14,3,486
2000,1439,622,481,66,31,14,3,486
2000,1440,621,481,66,31,14,3,740
2000,1441,620,480,66,31,14,3,741
2000,1442,619,479,66,31,14,3,742
2000,1443,618,478,66,31,14,3,743
2000,1444,617,477,66,31,14,3,744
2000,1445,616,476,66,31,14,3,745
2000,1446,615,476,66,30,14,3,748
2000,1447,614,476,66,29,13,3,748
2000,1448,613,476,65,29,13,3,750
2000,1449,612,475,65,29,13,3,751
2000,1450,611,475,65,29,13,3,825
2000,1451,610,473,66,29,13,3,825
2000,1452,609,471,67,29,13,3,825
2000,1453,608,470,67,29,13,2,825
2000,1454,607,470,67,29,13,2,825
2000,1455,606,469,67,29,13,2,826
2000,1456,605,468,67,29,13,2,827
2000,1457,606,468,67,29,14,2,823
2000,1458,605,467,67,29,14,2,823
2000,1459,604,466,67,29,14,2,823
2000,1460,605,466,67,29,14,2,754
2000,1461,604,465,67,29,14,2,754
2000,1462,603,464,67,29,14,2,755
2000,1463,602,464,67,29,14,2,817
2000,1464,602,464,67,29,14,2,817
2000,1465,603,464,67,29,14,2,634
2000,1466,602,463,67,29,14,2,635
2000,1467,601,463,66,29,14,2,635
2000,1468,600,463,66,29,14,2,818
2000,1469,599,463,66,28,14,2,821
2000,1470,598,462,66,28,14,2,822
2000,1471,597,461,66,28,14,2,822
2000,1472,596,460,66,27,15,2,822
2000,1473,595,458,67,27,15,2,822
2000,1474,595,458,67,27,15,2,822
2000,1475,594,458,66,27,15,2,824
2000,1476,593,457,66,27,15,2,825
2000,1477,592,456,66,27,15,2,826
2000,1478,591,455,66,26,16,2,826
2000,1479,590,455,66,25,16,2,829
2000,1480,589,454,66,25,16,2,830
2000,1481,588,454,66,25,16,2,830
2000,1482,588,454,66,25,16,2,830
2000,1483,588,454,66,25,16,2,830
2000,1484,587,454,66,25,16,2,830
2000,1485,586,453,66,25,16,2,831
2000,1486,585,452,66,25,16,2,832
2000,1487,584,452,66,25,16,2,910
2000,1488,583,452,66,25,15,2,910
2000,1489,582,452,66,24,15,2,910
2000,1490,582,452,66,24,15,2,910
2000,1491,581,452,66,24,14,2,910
2000,1492,581,452,66,24,14,2,910
2000,1493,581,452,66,24,14,2,910
2000,1494,580,452,65,24,14,2,910
2000,1495,579,451,65,24,14,2,911
2000,1496,578,449,66,24,14,2,911
2000,1497,578,449,66,24,14,2,911
2000,1498,577,448,66,24,14,2,912
2000,1499,576,447,66,24,13,3,912
2000,1500,576,447,66,24,13,3,912
2000,1501,575,447,66,24,13,3,1050
2000,1502,574,446,66,24,13,3,1051
2000,1503,573,446,66,24,12,3,1055
2000,1504,573,446,66,24,12,3,1055
2000,1505,572,445,66,24,12,3,1055
2000,1506,571,445,66,24,12,3,1110
2000,1507,571,445,66,24,12,3,1110
2000,1508,570,444,66,23,13,3,1110
2000,1509,569,443,66,23,13,3,1111
2000,1510,568,442,66,23,13,3,1112
2000,1511,567,442,65,23,13,3,1112
2000,1512,566,442,64,23,13,3,1114
2000,1513,565,442,63,23,13,3,1116
2000,1514,566,442,63,23,13,3,683
2000,1515,565,441,63,23,13,3,683
2000,1516,564,440,63,23,13,3,683
2000,1517,563,440,63,23,13,3,1117
2000,1518,562,439,63,23,13,3,1118
2000,1519,561,439,63,23,13,3,1127
2000,1520,560,439,62,23,13,3,1129
2000,1521,559,439,62,23,13,3,1141
2000,1522,558,438,62,23,13,3,1141
2000,1523,557,436,63,23,13,3,1141
2000,1524,556,434,64,23,13,3,1141
2000,1525,555,434,63,23,13,3,1143
2000,1526,556,434,63,23,13,3,572
2000,1527,555,434,63,23,13,3,1143
2000,1528,556,434,63,23,13,3,901
2000,1529,557,434,63,23,13,3,768
2000,1530,556,434,63,23,13,3,768
2000,1531,555,434,63,22,13,3,768
2000,1532,554,434,63,22,13,3,1019
2000,1533,553,434,63,22,13,3,1019
2000,1534,552,434,63,21,13,3,1022
2000,1535,551,434,63,20,13,3,1022
2000,1536,550,433,63,20,13,3,1023
2000,1537,551,433,63,20,13,3,537
2000,1538,550,432,63,20,13,3,538
2000,1539,549,431,63,20,13,3,539
2000,1540,548,431,63,19,13,3,542
2000,1541,549,431,63,19,13,3,542
2000,1542,549,431,63,19,13,3,542
2000,1543,548,431,62,19,13,3,542
2000,1544,547,430,62,19,13,3,542
2000,1545,546,430,62,19,13,3,548
2000,1546,545,430,62,19,13,3,603
2000,1547,544,430,61,19,13,3,605
2000,1548,543,430,60,19,13,3,605
2000,1549,542,430,60,19,13,3,1155
2000,1550,541,430,59,18,13,4,1155
2000,1551,542,430,59,18,13,4,778
2000,1552,541,429,59,18,13,4,779
2000,1553,540,429,59,18,13,4,779
2000,1554,539,429,59,17,13,4,779
2000,1555,538,428,59,17,13,4,779
2000,1556,537,428,59,16,13,4,782
2000,1557,536,427,59,16,13,4,783
2000,1558,535,427,59,16,13,4,1163
2000,1559,534,427,59,16,12,4,1167
2000,1560,535,427,59,16,12,4,1128
2000,1561,536,427,59,16,12,4,865
2000,1562,535,426,59,16,12,4,865
2000,1563,534,426,59,16,12,4,904
2000,1564,533,425,59,16,11,5,904
2000,1565,533,425,59,16,11,5,904
2000,1566,532,424,59,16,11,5,905
2000,1567,531,424,59,16,11,5,1168
2000,1568,530,424,59,16,11,5,1181
2000,1569,529,423,59,16,11,5,1182
2000,1570,530,423,59,16,11,5,1041
2000,1571,529,422,58,17,11,5,1041
2000,1572,528,421,58,17,11,5,1042
2000,1573,527,420,58,17,10,6,1042
2000,1574,527,420,58,17,10,6,1042
2000,1575,526,419,58,17,10,6,1043
2000,1576,525,419,58,17,10,6,1184
2000,1577,524,419,58,17,10,6,1212
2000,1578,523,417,59,17,10,6,1212
2000,1579,522,416,59,17,10,6,1213
2000,1580,521,415,59,17,10,6,1214
2000,1581,520,414,59,17,10,6,1215
2000,1582,519,413,59,17,10,6,1216
2000,1583,518,413,59,17,10,5,1216
2000,1584,517,412,59,17,10,5,1217
2000,1585,516,410,60,17,10,5,1217
2000,1586,515,410,59,17,10,5,1219
2000,1587,516,410,59,17,10,5,1137
2000,1588,515,409,58,18,10,5,1137
2000,1589,514,409,58,18,10,4,1137
2000,1590,514,409,58,18,10,4,1137
2000,1591,515,409,58,18,10,4,824
2000,1592,514,409,58,18,9,4,824
2000,1593,515,409,58,18,9,4,801
2000,1594,514,408,58,18,9,4,801
2000,1595,515,408,58,18,9,4,633
2000,1596,514,407,58,18,9,4,634
2000,1597,514,407,58,18,9,4,634
2000,1598,513,407,58,18,9,4,650
2000,1599,512,407,58,17,9,4,650
2000,1600,511,406,58,17,9,4,651
2000,1601,510,406,58,17,9,4,965
2000,1602,509,406,58,16,9,4,965
2000,1603,508,406,58,16,9,4,988
2000,1604,507,405,58,16,9,4,989
2000,1605,507,405,58,16,9,4,989
2000,1606,506,404,57,17,9,4,989
2000,1607,505,404,57,17,9,4,1163
2000,1608,504,404,57,17,9,4,1179
2000,1609,503,404,57,17,9,4,1189
2000,1610,502,403,57,17,9,4,1190
2000,1611,501,402,57,17,9,4,1191
2000,1612,501,402,57,17,9,4,1191
2000,1613,500,400,58,17,9,4,1191
2000,1614,499,400,58,17,9,4,1215
2000,1615,500,400,58,17,9,4,989
2000,1616,499,399,57,18,9,4,989
2000,1617,500,399,57,18,9,4,874
2000,1618,499,399,57,18,9,4,989
2000,1619,498,399,57,18,8,4,993
2000,1620,497,399,57,18,8,4,1075
2000,1621,496,399,57,18,8,4,1301
2000,1622,495,399,57,18,7,4,1301
2000,1623,496,399,57,18,7,4,812
2000,1624,495,399,57,18,7,4,1301
2000,1625,494,398,57,18,7,4,1302
2000,1626,494,398,57,18,7,4,1302
2000,1627,494,398,57,18,7,4,1302
2000,1628,495,398,57,18,7,4,934
2000,1629,496,398,57,18,7,4,520
2000,1630,495,398,57,18,7,4,888
2000,1631,496,398,57,18,7,4,585
2000,1632,495,398,57,18,7,4,602
2000,1633,496,398,57,18,7,4,464
2000,1634,495,398,57,17,7,4,464
2000,1635,494,398,57,17,7,4,878
2000,1636,493,398,57,17,7,4,1184
2000,1637,494,398,57,17,7,4,781
2000,1638,493,398,57,17,7,4,1184
2000,1639,492,398,57,17,7,3,1189
2000,1640,493,398,57,17,7,3,603
2000,1641,492,397,57,17,7,3,603
2000,1642,491,397,57,16,7,3,606
2000,1643,490,396,57,16,7,3,606
2000,1644,489,396,57,16,7,3,606
2000,1645,488,394,58,16,7,3,606
2000,1646,487,394,58,16,7,3,744
2000,1647,486,393,58,16,7,3,744
2000,1648,485,392,58,16,7,3,745
2000,1649,484,392,57,16,7,3,747
2000,1650,485,392,57,16,7,3,596
2000,1651,484,392,57,16,7,3,1066
2000,1652,483,392,57,15,7,3,1069
2000,1653,482,392,57,15,7,3,1346
2000,1654,481,392,57,14,7,3,1349
2000,1655,480,391,57,14,7,3,1350
2000,1656,481,391,57,14,7,3,749
2000,1657,480,391,56,14,7,3,751
2000,1658,479,391,56,14,7,3,1352
2000,1659,478,391,55,14,7,3,1354
2000,1660,477,391,55,14,7,3,1360
2000,1661,478,391,55,14,7,3,961
2000,1662,477,390,55,14,7,3,962
2000,1663,476,390,55,14,7,3,1361
2000,1664,475,389,55,14,7,3,1362
2000,1665,476,389,55,14,7,3,928
2000,1666,475,389,54,13,7,4,928
2000,1667,474,388,54,13,7,4,929
2000,1668,473,388,54,13,7,4,929
2000,1669,472,387,53,14,7,4,929
2000,1670,471,387,53,13,7,4,929
2000,1671,470,386,53,13,7,4,930
2000,1672,469,384,54,13,7,4,930
2000,1673,470,384,54,13,7,4,785
2000,1674,469,384,54,13,7,4,785
2000,1675,469,384,54,13,7,4,785
2000,1676,468,384,54,13,7,4,1378
2000,1677,467,383,54,13,7,4,1379
2000,1678,466,382,54,13,7,4,1380
2000,1679,466,382,54,13,7,4,1380
2000,1680,466,382,54,13,7,4,1380
2000,1681,465,381,53,14,7,4,1380
2000,1682,464,380,53,14,7,4,1381
2000,1683,465,380,53,14,7,4,803
2000,1684,464,380,53,14,7,3,808
2000,1685,463,379,53,14,7,3,808
2000,1686,462,379,53,14,7,3,1387
2000,1687,462,379,53,14,7,3,1387
2000,1688,463,379,53,14,7,3,837
2000,1689,462,379,53,14,7,3,848
2000,1690,461,378,53,14,7,3,848
2000,1691,462,378,53,14,7,3,551
2000,1692,461,376,54,14,7,3,551
2000,1693,460,375,53,15,7,3,551
2000,1694,459,375,53,14,7,3,554
2000,1695,459,375,53,14,7,3,554
2000,1696,458,375,53,14,7,3,964
2000,1697,458,375,53,14,7,3,964
2000,1698,458,375,53,14,7,3,964
2000,1699,457,374,53,14,7,3,965
2000,1700,456,374,53,14,7,3,1403
2000,1701,455,374,52,14,7,3,1405
2000,1702,454,373,52,14,7,3,1406
2000,1703,453,372,52,14,7,3,1407
2000,1704,452,372,51,14,7,3,1409
2000,1705,453,372,51,14,7,3,845
2000,1706,452,371,51,14,7,3,846
2000,1707,451,371,51,13,7,3,846
2000,1708,450,371,51,13,7,3,1413
2000,1709,449,370,51,13,7,3,1414
2000,1710,448,369,51,13,7,3,1415
2000,1711,448,369,51,13,7,3,1415
2000,1712,448,369,51,13,7,3,1415
2000,1713,447,368,50,14,7,3,1415
2000,1714,446,367,49,15,7,3,1415
2000,1715,447,367,49,15,7,3,1289
2000,1716,446,366,49,15,7,3,1290
2000,1717,445,365,49,15,7,3,1290
2000,1718,446,365,49,15,7,3,1021
2000,1719,447,365,49,15,7,3,550
2000,1720,446,365,49,15,7,3,819
2000,1721,445,365,49,15,7,3,1290
2000,1722,444,364,49,15,7,3,1291
2000,1723,444,364,49,15,7,3,1291
2000,1724,443,364,49,15,7,2,1296
2000,1725,444,364,49,15,7,2,655
2000,1726,443,364,48,15,7,2,655
2000,1727,442,364,48,15,7,2,1298
2000,1728,441,364,48,15,7,2,1425
2000,1729,440,364,47,15,7,2,1427
2000,1730,440,364,47,15,7,2,1427
2000,1731,439,364,46,15,7,2,1429
2000,1732,438,364,46,14,7,2,1432
2000,1733,437,363,45,15,7,2,1432
2000,1734,436,362,45,15,7,2,1433
2000,1735,435,362,45,14,7,2,1436
2000,1736,436,362,45,14,7,2,861
2000,1737,435,361,45,14,7,2,862
2000,1738,434,361,45,14,7,2,862
2000,1739,433,361,45,14,7,2,1446
2000,1740,432,360,45,14,7,2,1447
2000,1741,432,360,45,14,7,2,1447
2000,1742,432,360,45,14,7,2,1447
2000,1743,433,360,45,14,7,2,1421
2000,1744,432,359,45,14,7,2,1422
2000,1745,433,359,45,14,7,2,1186
2000,1746,433,359,45,14,7,2,1186
2000,1747,432,357,46,14,7,2,1186
2000,1748,431,357,45,13,7,3,1186
2000,1749,430,357,45,13,7,3,1422
2000,1750,429,356,45,13,7,3,1423
2000,1751,430,356,45,13,7,3,1019
2000,1752,431,356,45,13,7,3,1004
2000,1753,432,356,45,13,7,3,639
2000,1754,431,356,45,13,6,3,639
2000,1755,431,356,45,13,6,3,639
2000,1756,430,356,44,13,6,3,641
2000,1757,429,356,44,13,6,3,667
2000,1758,430,356,44,13,6,3,527
2000,1759,429,355,44,13,6,3,528
2000,1760,428,355,44,13,6,3,534
2000,1761,427,355,44,13,6,2,534
2000,1762,426,355,44,13,6,2,943
2000,1763,425,354,44,13,6,2,944
2000,1764,424,354,44,13,6,2,1313
2000,1765,425,354,44,13,6,2,1161
2000,1766,425,354,44,13,6,2,1161
2000,1767,424,353,44,13,6,2,1162
2000,1768,424,353,44,13,6,2,1162
2000,1769,423,352,44,13,6,2,1163
2000,1770,423,352,44,13,6,2,1163
2000,1771,423,352,44,13,6,2,1163
2000,1772,422,351,43,14,6,2,1163
2000,1773,421,350,43,14,6,2,1164
2000,1774,421,350,43,14,6,2,1164
2000,1775,421,350,43,14,6,2,1164
2000,1776,420,349,43,14,6,2,1164
2000,1777,419,349,43,14,6,2,1316
2000,1778,419,349,43,14,6,2,1316
2000,1779,418,348,43,14,6,2,1317
2000,1780,419,348,43,14,6,2,1273
2000,1781,420,348,43,14,6,2,1222
2000,1782,419,348,42,14,6,2,1224
2000,1783,418,347,42,14,6,2,1224
2000,1784,417,347,42,13,6,2,1227
2000,1785,417,347,42,13,6,2,1227
2000,1786,416,347,42,13,6,2,1278
2000,1787,415,347,42,13,6,2,1322
2000,1788,416,347,42,13,6,2,1056
2000,1789,415,346,42,13,6,2,1057
2000,1790,416,346,42,13,6,2,719
2000,1791,416,346,42,13,6,2,719
2000,1792,415,345,42,13,6,2,720
2000,1793,414,345,42,13,6,2,986
2000,1794,413,344,42,13,6,2,987
2000,1795,412,343,42,13,6,2,987
2000,1796,411,342,42,13,6,2,987
2000,1797,410,342,42,13,6,2,1325
2000,1798,409,342,41,13,6,2,1325
2000,1799,410,342,41,13,6,2,1207
2000,1800,410,342,41,13,6,2,1207
2000,1801,409,342,41,13,6,2,1352
2000,1802,409,342,41,13,6,2,1352
2000,1803,408,342,41,13,6,2,1470
2000,1804,408,342,41,13,6,2,1470
2000,1805,407,342,41,12,6,2,1473
2000,1806,406,341,41,12,6,2,1474
2000,1807,405,340,41,12,6,2,1474
2000,1808,404,339,41,12,6,2,1475
2000,1809,403,338,41,12,6,2,1476
2000,1810,402,338,40,12,6,2,1478
2000,1811,401,337,40,12,6,2,1479
2000,1812,400,337,40,12,6,2,1491
2000,1813,399,336,40,12,6,2,1492
2000,1814,400,336,40,12,6,2,866
2000,1815,399,336,40,12,6,2,1492
2000,1816,398,335,40,12,6,2,1493
2000,1817,399,335,40,12,6,2,1378
2000,1818,398,334,40,12,6,2,1379
2000,1819,397,333,40,12,6,2,1380
2000,1820,396,333,39,12,6,2,1382
2000,1821,395,331,40,12,6,2,1382
2000,1822,396,331,40,12,6,2,699
2000,1823,395,330,40,12,6,2,700
2000,1824,394,330,40,12,6,2,1383
2000,1825,395,330,40,12,6,2,1071
2000,1826,396,330,40,12,6,2,572
2000,1827,397,330,40,12,6,2,572
2000,1828,396,329,40,12,6,2,573
2000,1829,395,329,40,12,6,2,588
2000,1830,394,329,40,12,6,2,589
2000,1831,393,329,40,12,6,2,812
2000,1832,394,329,40,12,6,2,787
2000,1833,393,329,40,12,6,2,1375
2000,1834,392,328,40,12,6,2,1376
2000,1835,391,327,40,12,6,2,1377
2000,1836,392,327,40,12,6,2,779
2000,1837,393,327,40,12,6,2,698
2000,1838,392,326,40,12,6,2,699
2000,1839,391,326,40,12,6,2,814
2000,1840,390,326,40,11,6,2,817
2000,1841,389,325,39,12,6,2,817
2000,1842,388,324,39,12,6,2,818
2000,1843,387,324,39,12,6,2,1416
2000,1844,386,324,39,12,6,1,1421
2000,1845,386,324,39,12,6,1,1421
2000,1846,385,323,39,12,6,1,1422
2000,1847,385,323,39,12,6,1,1422
2000,1848,386,323,39,12,6,1,945
2000,1849,385,322,39,12,6,1,946
2000,1850,384,322,38,12,6,1,946
2000,1851,383,322,38,12,6,1,946
2000,1852,383,322,38,12,6,1,946
2000,1853,382,322,37,12,6,1,948
2000,1854,381,322,36,12,6,1,950
2000,1855,380,322,36,12,6,1,1510
2000,1856,379,321,36,12,6,1,1511
2000,1857,378,320,36,12,6,1,1512
2000,1858,377,319,36,12,6,1,1513
2000,1859,377,319,36,12,6,1,1513
2000,1860,378,319,36,12,6,1,1190
2000,1861,379,319,36,12,6,1,945
2000,1862,379,319,36,12,6,1,945
2000,1863,378,318,36,12,6,1,945
2000,1864,377,318,36,12,6,1,1268
2000,1865,376,318,36,12,6,1,1514
2000,1866,376,318,36,12,6,1,1514
2000,1867,375,317,36,12,6,1,1515
2000,1868,375,317,36,12,6,1,1515
2000,1869,374,316,36,12,6,1,1516
2000,1870,373,315,36,12,6,1,1517
2000,1871,372,314,35,13,6,1,1517
2000,1872,373,314,35,13,6,1,812
2000,1873,372,314,35,13,6,1,1517
2000,1874,373,314,35,13,6,1,868
2000,1875,372,313,35,13,6,1,869
2000,1876,371,313,35,13,6,1,1518
2000,1877,371,313,35,13,6,1,1518
2000,1878,372,313,35,13,6,1,996
2000,1879,372,313,35,13,6,1,996
2000,1880,371,313,35,13,6,1,1518
2000,1881,370,312,35,13,6,1,1519
2000,1882,369,311,35,13,6,1,1520
2000,1883,369,311,35,13,6,1,1520
2000,1884,369,311,35,13,6,1,1520
2000,1885,369,311,35,13,6,1,1520
2000,1886,369,311,35,13,6,1,1520
2000,1887,368,311,35,13,5,1,1524
2000,1888,367,310,35,13,4,2,1524
2000,1889,366,309,35,13,4,2,1525
2000,1890,366,309,35,13,4,2,1525
2000,1891,367,309,35,13,4,2,1092
2000,1892,366,308,35,13,4,2,1093
2000,1893,366,308,35,13,4,2,1093
2000,1894,365,307,35,13,4,2,1094
2000,1895,364,307,34,13,4,2,1096
2000,1896,363,307,34,13,4,2,1529
2000,1897,362,306,34,13,4,2,1530
2000,1898,361,306,33,13,4,2,1532
2000,1899,362,306,33,13,4,2,1354
2000,1900,363,306,33,13,4,2,866
2000,1901,362,306,33,13,4,2,1354
2000,1902,361,306,33,13,4,1,1359
2000,1903,361,306,33,13,4,1,1359
2000,1904,360,306,33,13,4,1,1537
2000,1905,360,306,33,13,4,1,1537
2000,1906,360,306,33,13,4,1,1537
2000,1907,359,305,33,13,4,1,1538
2000,1908,358,305,33,12,4,1,1541
2000,1909,359,305,33,12,4,1,931
2000,1910,358,304,33,12,4,1,931
2000,1911,358,304,33,12,4,1,931
2000,1912,357,302,34,12,4,1,931
2000,1913,356,302,34,12,4,1,1542
2000,1914,357,302,34,12,4,1,1066
2000,1915,358,302,34,12,4,1,1066
2000,1916,358,302,34,12,4,1,1066
2000,1917,357,301,34,12,4,1,1067
2000,1918,358,301,34,12,4,1,1031
2000,1919,357,300,34,12,4,1,1032
2000,1920,358,300,34,12,4,1,1032
2000,1921,357,300,34,12,4,1,1032
2000,1922,358,300,34,12,4,1,1032
2000,1923,358,300,34,12,4,1,1032
2000,1924,357,299,34,12,4,1,1033
2000,1925,358,299,34,12,4,1,819
2000,1926,357,299,34,12,4,1,1033
2000,1927,356,299,34,12,4,1,1411
2000,1928,356,299,34,12,4,1,1411
2000,1929,355,298,34,11,5,1,1411
2000,1930,355,298,34,11,5,1,1411
2000,1931,356,298,34,11,5,1,1011
2000,1932,355,298,34,11,5,1,1411
2000,1933,356,298,34,11,5,1,1169
2000,1934,355,296,35,11,5,1,1169
2000,1935,354,296,34,11,5,1,1171
2000,1936,353,296,34,11,5,1,1413
2000,1937,352,296,34,11,5,1,1438
2000,1938,351,296,34,11,5,1,1477
2000,1939,350,295,34,11,5,1,1478
2000,1940,351,295,34,11,5,1,887
2000,1941,350,294,34,11,5,1,887
2000,1942,349,293,34,11,5,1,888
2000,1943,348,293,34,11,5,1,1480
2000,1944,349,293,34,11,5,1,1044
2000,1945,348,291,35,11,5,1,1044
2000,1946,347,291,34,11,5,1,1046
2000,1947,346,291,34,11,5,1,1046
2000,1948,345,291,34,11,5,1,1541
2000,1949,345,291,34,11,5,1,1541
2000,1950,346,291,34,11,5,1,1351
2000,1951,347,291,34,11,5,1,862
2000,1952,347,291,34,11,5,1,862
2000,1953,346,291,33,11,5,1,862
2000,1954,345,290,33,11,5,1,862
2000,1955,344,290,33,11,4,1,862
2000,1956,343,288,34,11,4,1,862
2000,1957,344,288,34,11,4,1,683
2000,1958,343,288,34,11,4,1,862
2000,1959,342,287,34,11,4,1,863
2000,1960,341,287,34,11,4,1,1354
2000,1961,341,287,34,11,4,1,1354
2000,1962,342,287,34,11,4,1,888
2000,1963,341,286,34,11,4,1,888
2000,1964,340,286,33,11,4,1,888
2000,1965,339,286,33,11,4,1,888
2000,1966,339,286,33,11,4,1,888
2000,1967,338,285,33,11,4,1,889
2000,1968,337,284,33,11,4,1,890
2000,1969,338,284,33,11,4,1,795
2000,1970,337,284,33,11,4,1,1455
2000,1971,336,283,33,11,4,1,1456
2000,1972,336,283,33,11,4,1,1456
2000,1973,337,283,33,11,4,1,1026
2000,1974,336,283,33,11,4,1,1456
2000,1975,336,283,33,11,4,1,1456
2000,1976,335,282,33,11,4,1,1457
2000,1977,334,282,33,11,4,1,1552
2000,1978,335,282,33,11,4,1,1540
2000,1979,334,280,34,11,4,1,1540
2000,1980,335,280,34,11,4,1,1004
2000,1981,335,280,34,11,4,1,1004
2000,1982,336,280,34,11,4,1,1004
2000,1983,335,280,34,11,4,1,1136
2000,1984,336,280,34,11,4,1,809
2000,1985,335,279,34,11,4,1,809
2000,1986,334,278,34,11,4,1,809
2000,1987,335,278,34,11,4,1,809
2000,1988,334,278,33,11,4,1,809
2000,1989,333,277,33,11,4,1,810
2000,1990,332,277,33,11,4,1,1216
2000,1991,331,277,33,10,4,1,1219
2000,1992,331,277,33,10,4,1,1219
2000,1993,330,276,33,10,4,1,1220
2000,1994,329,276,33,10,4,1,1449
2000,1995,328,275,33,10,4,1,1450
2000,1996,328,275,33,10,4,1,1450
2000,1997,327,274,33,10,4,1,1451
2000,1998,326,273,33,10,4,1,1452
2000,1999,326,273,33,10,4,1,1452
2000,2000,327,273,33,10,4,1,1169
2000,2001,327,273,33,10,4,1,1169
2000,2002,326,273,32,10,4,1,1171
2000,2003,326,273,32,10,4,1,1171
2000,2004,325,273,32,10,4,1,1454
2000,2005,324,273,32,10,4,1,1554
2000,2006,324,273,32,10,4,1,1554
2000,2007,323,272,32,10,4,1,1555
2000,2008,324,272,32,10,4,1,1513
2000,2009,325,272,32,10,4,1,1243
2000,2010,324,271,32,10,4,1,1244
2000,2011,323,271,32,10,4,1,1514
2000,2012,322,270,32,10,4,1,1515
2000,2013,322,270,32,10,4,1,1515
2000,2014,321,269,32,10,4,1,1516
2000,2015,322,269,32,10,4,1,1091
2000,2016,321,269,32,10,4,1,1516
2000,2017,320,267,33,10,4,1,1516
2000,2018,321,268,33,10,4,1,1515
2000,2019,320,267,33,10,4,1,1516
2000,2020,321,267,33,10,4,1,1224
2000,2021,320,267,33,10,3,1,1228
2000,2022,320,267,33,10,3,1,1228
2000,2023,319,267,33,10,3,1,1520
2000,2024,319,267,33,10,3,1,1520
2000,2025,319,267,33,10,3,1,1520
2000,2026,318,266,33,10,3,1,1521
2000,2027,317,266,33,10,3,1,1561
2000,2028,316,265,33,10,3,1,1562
2000,2029,316,265,33,10,3,1,1562
2000,2030,315,265,32,10,3,1,1564
2000,2031,314,265,32,10,3,1,1606
